6 1.46969384567
6 1.46969384567
7 1.85202591775
13 4.6872166581
5 1.11803398875
6 1.46969384567
15 5.80947501931
27 14.0296115413
7 1.85202591775
5 1.11803398875
7 1.85202591775
204 291.370279885
33 18.9570567336
5 1.11803398875
7 1.85202591775
6 1.46969384567
7 1.85202591775
21 9.62340895941
5 1.11803398875
6 1.46969384567
6 1.46969384567
8 2.2627416998
8 2.2627416998
5 1.11803398875
5 1.11803398875
11 3.64828726939
12 4.15692193817
5 1.11803398875
5 1.11803398875
9 2.7
7 1.85202591775
8 2.2627416998
9 2.7
8 2.2627416998
38 23.4247732113
8 2.2627416998
5 1.11803398875
5 1.11803398875
24 11.7575507654
6 1.46969384567
5 1.11803398875
17 7.00927956355
7 1.85202591775
6 1.46969384567
6 1.46969384567
5 1.11803398875
5 1.11803398875
5 1.11803398875
8 2.2627416998
6 1.46969384567
6 1.46969384567
5 1.11803398875
6 1.46969384567
5 1.11803398875
8 2.2627416998
27 14.0296115413
30 16.4316767252
11 3.64828726939
6 1.46969384567
9 2.7
5 1.11803398875
14 5.23832034148
7 1.85202591775
5 1.11803398875
6 1.46969384567
5 1.11803398875
6 1.46969384567
5 1.11803398875
6 1.46969384567
5 1.11803398875
5 1.11803398875
8 2.2627416998
14 5.23832034148
9 2.7
6 1.46969384567
11 3.64828726939
5 1.11803398875
5 1.11803398875
7 1.85202591775
5 1.11803398875
7 1.85202591775
7 1.85202591775
5 1.11803398875
15 5.80947501931
5 1.11803398875
6 1.46969384567
6 1.46969384567
7 1.85202591775
7 1.85202591775
8 2.2627416998
9 2.7
7 1.85202591775
9 2.7
9 2.7
16 6.4
30 16.4316767252
5 1.11803398875
6 1.46969384567
7 1.85202591775
8 2.2627416998
7 1.85202591775
6 1.46969384567
12 4.15692193817
5 1.11803398875
16 6.4
8 2.2627416998
8 2.2627416998
13 4.6872166581
6 1.46969384567
24 11.7575507654
5 1.11803398875
8 2.2627416998
5 1.11803398875
7 1.85202591775
15 5.80947501931
5 1.11803398875
7 1.85202591775
5 1.11803398875
9 2.7
5 1.11803398875
7 1.85202591775
5 1.11803398875
10 3.16227766017
8 2.2627416998
